File,Release Number,LOC,LOC touched,Number of Revisions,Fix Count,Authors,LOC added,Max LOC added,Average LOC added,Churn,Max Churn,Average Churn,Change Set Size,Max Change Set Size,Average Change Set Size,Release Length,Weighted Release Length,Actual
crunch/src/main/java/org/apache/crunch/materialize/MaterializableMap.java,1,49,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,15.346939,F
crunch/src/main/java/org/apache/crunch/types/avro/AvroUtf8InputFormat.java,1,98,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,7.673469,F
crunch/src/test/java/org/apache/crunch/types/avro/AvroTypeTest.java,1,262,15,1,1,1,15,15,15.0,15,15,15.0,38,38,15.0,752,2.870229,T
crunch/src/test/java/org/apache/crunch/FilterFnTest.java,1,63,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,11.936508,F
crunch/src/main/java/org/apache/crunch/types/PGroupedTableType.java,1,121,11,1,1,1,9,9,9.0,7,7,7.0,5,5,7.0,752,6.214876,F
crunch/src/main/java/org/apache/crunch/io/text/BZip2TextInputFormat.java,1,234,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,3.213675,F
crunch/src/main/java/org/apache/crunch/types/avro/AvroRecordReader.java,1,113,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,6.654866999999999,F
crunch/src/main/java/org/apache/crunch/impl/mr/emit/MultipleOutputEmitter.java,1,55,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,13.672726999999998,T
crunch/src/it/java/org/apache/crunch/lib/join/MultiAvroSchemaJoinIT.java,1,121,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,6.214876,F
crunch-hbase/src/main/java/org/apache/crunch/io/hbase/AtHBase.java,1,37,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,20.324324,F
crunch/src/main/java/org/apache/crunch/io/seq/SeqFileSource.java,1,47,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,16.0,F
crunch/src/it/java/org/apache/crunch/lib/join/JoinTester.java,1,108,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,6.962963,F
crunch-scrunch/src/main/java/org/apache/crunch/scrunch/ScalaReflectDataFactory.java,1,41,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,18.341463,T
crunch/src/main/java/org/apache/crunch/impl/mem/collect/MemCollection.java,1,204,76,3,1,2,73,58,24.333333,70,57,23.333333,41,18,23.333333,752,3.686275,T
crunch/src/main/java/org/apache/crunch/Source.java,1,52,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,14.461538000000001,F
crunch/src/main/java/org/apache/crunch/impl/mr/collect/PGroupedTableImpl.java,1,116,9,1,1,1,8,8,8.0,7,7,7.0,3,3,7.0,752,6.482759,T
crunch/src/main/java/org/apache/crunch/lib/Cartesian.java,1,225,117,3,2,3,54,24,18.0,-9,9,-3.0,50,24,-3.0,752,3.342222,T
crunch/src/it/java/org/apache/crunch/io/avro/AvroReflectIT.java,1,109,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,6.899083,F
crunch/src/main/java/org/apache/crunch/MapFn.java,1,41,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,18.341463,F
crunch/src/main/java/org/apache/crunch/impl/mem/collect/MemTable.java,1,147,8,1,0,1,8,8,8.0,8,8,8.0,18,18,8.0,752,5.115646,F
crunch-test/src/main/java/org/apache/crunch/test/CrunchTestSupport.java,1,30,72,2,1,2,67,66,33.5,62,62,31.0,19,18,31.0,752,25.066667000000002,T
crunch/src/test/java/org/apache/crunch/lib/join/JoinFnTestBase.java,1,81,11,2,2,2,6,4,3.0,1,2,0.5,56,38,0.5,752,9.283951,T
crunch/src/main/java/org/apache/crunch/types/PType.java,1,81,61,4,3,3,33,17,11.0,-3,8,-0.75,101,38,-0.75,752,9.283951,F
crunch/src/it/java/org/apache/crunch/lib/join/FullOuterJoinIT.java,1,51,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,14.745098,F
crunch/src/main/java/org/apache/crunch/impl/mr/collect/DoCollectionImpl.java,1,65,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,11.569231,F
crunch/src/main/java/org/apache/crunch/PipelineResult.java,1,76,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,9.894737,F
crunch/src/it/java/org/apache/crunch/io/CompositePathIterableIT.java,1,84,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,8.952380999999999,F
crunch/src/main/java/org/apache/crunch/types/avro/AvroDeepCopier.java,1,204,50,1,1,1,25,25,25.0,0,0,0.0,38,38,0.0,752,3.686275,T
crunch/src/main/java/org/apache/crunch/impl/mr/exec/CrunchJob.java,1,135,64,2,0,2,44,38,22.0,24,22,12.0,24,21,12.0,752,5.57037,F
crunch/src/main/java/org/apache/crunch/util/DistCache.java,1,214,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,3.5140190000000002,F
crunch/src/main/java/org/apache/crunch/impl/mr/run/RuntimeParameters.java,1,37,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,20.324324,T
crunch-scrunch/src/main/java/org/apache/crunch/scrunch/ScalaSafeReflectDatumWriter.java,1,68,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,11.058824000000001,T
crunch/src/main/java/org/apache/crunch/util/PTypes.java,1,208,33,5,0,2,29,25,7.25,24,25,4.8,13,6,4.8,752,3.615385,F
crunch/src/main/java/org/apache/crunch/io/impl/SourcePathTargetImpl.java,1,41,11,1,0,1,10,10,10.0,9,9,9.0,21,21,9.0,752,18.341463,F
crunch-scrunch/src/main/java/org/apache/crunch/scrunch/ScalaSafeReflectDatumReader.java,1,123,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,6.113821,T
crunch/src/main/java/org/apache/crunch/Target.java,1,31,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,24.258065,F
crunch/src/test/java/org/apache/crunch/lib/join/InnerJoinFnTest.java,1,42,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,17.904761999999998,F
crunch/src/test/java/org/apache/crunch/types/writable/WritableGroupedTableTypeTest.java,1,54,6,4,3,3,4,2,1.333333,1,1,0.25,101,38,0.25,752,13.925926,F
crunch/src/main/java/org/apache/crunch/types/DeepCopier.java,1,48,20,1,1,1,16,16,16.0,12,12,12.0,38,38,12.0,752,15.666667000000002,F
crunch/src/main/java/org/apache/crunch/fn/IdentityFn.java,1,39,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,19.282051,F
crunch/src/main/java/org/apache/crunch/impl/mr/MRPipeline.java,1,330,76,3,1,1,55,41,18.333333,34,24,11.333333,9,6,11.333333,752,2.278788,F
crunch/src/it/java/org/apache/crunch/TextPairIT.java,1,72,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,10.444444,F
crunch/src/main/java/org/apache/crunch/io/impl/FileSourceImpl.java,1,99,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,7.595960000000001,T
crunch/src/main/java/org/apache/crunch/impl/mr/collect/UnionTable.java,1,92,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,8.173913,F
crunch/src/main/java/org/apache/crunch/PGroupedTable.java,1,40,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,18.8,F
crunch/src/main/java/org/apache/crunch/io/impl/ReadableSourceTargetImpl.java,1,37,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,20.324324,F
crunch/src/main/java/org/apache/crunch/impl/mr/plan/DoNode.java,1,155,14,2,1,2,11,10,5.5,8,8,4.0,13,8,4.0,752,4.8516129999999995,T
crunch/src/main/java/org/apache/crunch/impl/mr/collect/InputTable.java,1,82,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,9.170732000000001,F
crunch/src/main/java/org/apache/crunch/fn/MapKeysFn.java,1,32,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,23.5,F
crunch/src/main/java/org/apache/crunch/types/avro/AvroGroupedTableType.java,1,109,19,4,3,3,12,5,4.0,0,5,0.0,101,38,0.0,752,6.899083,F
crunch/src/main/java/org/apache/crunch/impl/mr/collect/PCollectionImpl.java,1,240,36,4,2,3,31,11,7.75,26,9,6.5,28,18,6.5,752,3.1333330000000004,T
crunch-hbase/src/main/java/org/apache/crunch/io/hbase/HBaseSourceTarget.java,1,108,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,6.962963,T
crunch/src/test/java/org/apache/crunch/types/avro/AvroDeepCopierTest.java,1,92,8,1,1,1,6,6,6.0,4,4,4.0,38,38,4.0,752,8.173913,T
crunch/src/main/java/org/apache/crunch/Tuple3.java,1,96,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,7.8333330000000005,F
crunch/src/test/java/org/apache/crunch/TupleTest.java,1,139,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,5.410072,F
crunch/src/main/java/org/apache/crunch/impl/mr/run/RTNode.java,1,116,10,2,1,2,7,6,3.5,4,4,2.0,43,38,2.0,752,6.482759,T
crunch/src/main/java/org/apache/crunch/types/writable/WritableTableType.java,1,121,28,4,3,3,18,6,6.0,2,6,0.5,101,38,0.5,752,6.214876,T
crunch/src/test/java/org/apache/crunch/fn/MapValuesTest.java,1,50,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,15.04,F
crunch/src/main/java/org/apache/crunch/io/seq/SeqFileTableSource.java,1,55,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,13.672726999999998,F
crunch-hbase/src/main/java/org/apache/crunch/io/hbase/FromHBase.java,1,39,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,19.282051,F
crunch/src/test/java/org/apache/crunch/types/MapDeepCopierTest.java,1,47,5,1,1,1,4,4,4.0,3,3,3.0,38,38,3.0,752,16.0,T
crunch/src/main/java/org/apache/crunch/types/avro/AvroInputFormat.java,1,58,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,12.965517,F
crunch/src/main/java/org/apache/crunch/io/seq/SeqFileTableSourceTarget.java,1,48,8,1,0,1,7,7,7.0,6,6,6.0,21,21,6.0,752,15.666667000000002,F
crunch/src/main/java/org/apache/crunch/io/avro/AvroFileReaderFactory.java,1,93,1,1,1,1,0,0,0.0,-2,0,-2.0,18,18,-2.0,752,8.086022,T
crunch/src/main/java/org/apache/crunch/util/Protos.java,1,151,72,3,0,2,47,23,15.666667000000002,22,22,7.3333330000000005,6,2,7.3333330000000005,752,4.980132,F
crunch/src/it/java/org/apache/crunch/io/avro/AvroFileSourceTargetIT.java,1,146,8,2,2,1,1,1,1.0,-7,0,-3.5,7,5,-3.5,752,5.150685,T
crunch/src/main/java/org/apache/crunch/test/InMemoryEmitter.java,1,57,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,13.192982,F
crunch/src/main/java/org/apache/crunch/types/writable/WritableType.java,1,116,54,4,3,3,35,14,11.666667,2,14,0.5,101,38,0.5,752,6.482759,T
crunch/src/main/java/org/apache/crunch/types/avro/AvroCapabilities.java,1,106,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,7.094339999999999,F
crunch-examples/src/main/java/org/apache/crunch/examples/AverageBytesByIP.java,1,134,61,5,2,3,32,11,6.4,3,5,0.6,56,24,0.6,752,5.61194,T
crunch/src/test/java/org/apache/crunch/CombineFnTest.java,1,214,8,1,1,1,8,8,8.0,8,8,8.0,2,2,8.0,752,3.5140190000000002,F
crunch/src/main/java/org/apache/crunch/util/Tuples.java,1,150,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,5.013333,F
crunch/src/main/java/org/apache/crunch/io/text/TextFileSourceTarget.java,1,37,9,1,0,1,8,8,8.0,7,7,7.0,21,21,7.0,752,20.324324,F
crunch/src/main/java/org/apache/crunch/io/MapReduceTarget.java,1,27,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,27.851852,F
crunch/src/test/java/org/apache/crunch/lib/SampleTest.java,1,37,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,20.324324,F
crunch/src/main/java/org/apache/crunch/SourceTarget.java,1,26,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,28.923077000000003,F
crunch-hbase/src/main/java/org/apache/crunch/io/hbase/ToHBase.java,1,31,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,24.258065,F
crunch/src/main/java/org/apache/crunch/io/impl/SourceTargetImpl.java,1,84,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,8.952380999999999,F
crunch-examples/src/main/java/org/apache/crunch/examples/WordAggregationHBase.java,1,250,9,1,1,1,5,5,5.0,1,1,1.0,1,1,1.0,752,3.008,T
crunch/src/test/java/org/apache/crunch/lib/join/FullOuterJoinFnTest.java,1,48,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,15.666667000000002,F
crunch/src/main/java/org/apache/crunch/impl/mr/run/CrunchCombiner.java,1,27,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,27.851852,F
crunch/src/main/java/org/apache/crunch/impl/mr/collect/DoTableImpl.java,1,78,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,9.641026,F
crunch/src/main/java/org/apache/crunch/types/writable/WritableGroupedTableType.java,1,78,23,4,3,3,15,5,5.0,2,5,0.5,101,38,0.5,752,9.641026,T
crunch/src/it/java/org/apache/crunch/PCollectionGetSizeIT.java,1,160,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,4.7,F
crunch/src/test/java/org/apache/crunch/io/avro/AvroFileReaderFactoryTest.java,1,184,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,4.086957,F
crunch/src/it/java/org/apache/crunch/lib/join/LeftOuterJoinIT.java,1,51,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,14.745098,F
crunch/src/main/java/org/apache/crunch/impl/mr/run/NodeContext.java,1,35,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,21.485714,F
crunch/src/main/java/org/apache/crunch/impl/mr/plan/JobNameBuilder.java,1,79,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,9.518987,F
crunch/src/main/java/org/apache/crunch/lib/join/LeftOuterJoinFn.java,1,100,12,4,3,3,5,3,1.666667,-3,1,-0.75,101,38,-0.75,752,7.52,F
crunch/src/test/java/org/apache/crunch/impl/mr/collect/DoTableImplTest.java,1,86,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,8.744186000000001,F
crunch/src/main/java/org/apache/crunch/io/avro/AvroFileSourceTarget.java,1,33,8,1,0,1,7,7,7.0,6,6,6.0,21,21,6.0,752,22.787879,F
crunch/src/test/java/org/apache/crunch/lib/TupleWritablePartitionerTest.java,1,68,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,11.058824000000001,F
crunch/src/main/java/org/apache/crunch/io/avro/AvroFileSource.java,1,53,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,14.188679,F
crunch/src/main/java/org/apache/crunch/types/TupleDeepCopier.java,1,54,14,1,1,1,10,10,10.0,6,6,6.0,38,38,6.0,752,13.925926,F
crunch/src/main/java/org/apache/crunch/fn/CompositeMapFn.java,1,70,6,1,1,1,0,0,0.0,-12,0,-12.0,18,18,-12.0,752,10.742857,T
crunch/src/test/java/org/apache/crunch/lib/join/LeftOuterJoinTest.java,1,46,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,16.347826,F
crunch/src/it/java/org/apache/crunch/impl/mr/collect/UnionCollectionIT.java,1,156,2,1,0,1,0,0,0.0,-4,0,-4.0,8,8,-4.0,752,4.820513,F
crunch/src/it/java/org/apache/crunch/lib/SetIT.java,1,114,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,6.596491,F
crunch/src/main/java/org/apache/crunch/impl/mr/exec/MRExecutor.java,1,76,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,9.894737,F
crunch/src/main/java/org/apache/crunch/hadoop/mapreduce/lib/jobcontrol/CrunchControlledJob.java,1,339,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,2.218289,F
crunch/src/main/java/org/apache/crunch/lib/Cogroup.java,1,89,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,8.449438,T
crunch/src/main/java/org/apache/crunch/Tuple4.java,1,105,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,7.161905,F
crunch/src/main/java/org/apache/crunch/GroupingOptions.java,1,126,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,5.968254,F
crunch/src/main/java/org/apache/crunch/impl/mr/run/CrunchMapper.java,1,72,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,10.444444,F
crunch/src/main/java/org/apache/crunch/io/OutputHandler.java,1,25,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,30.08,F
crunch/src/main/java/org/apache/crunch/io/text/TextFileSource.java,1,73,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,10.30137,F
crunch/src/main/java/org/apache/crunch/io/impl/TableSourcePathTargetImpl.java,1,35,8,1,0,1,7,7,7.0,6,6,6.0,21,21,6.0,752,21.485714,F
crunch/src/main/java/org/apache/crunch/impl/mr/emit/OutputEmitter.java,1,52,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,14.461538000000001,F
crunch/src/main/java/org/apache/crunch/lib/join/InnerJoinFn.java,1,80,12,4,3,3,5,3,1.666667,-3,1,-0.75,101,38,-0.75,752,9.4,F
crunch/src/main/java/org/apache/crunch/tool/CrunchTool.java,1,103,2,1,1,1,1,1,1.0,0,0,0.0,2,2,0.0,752,7.3009710000000005,T
crunch/src/main/java/org/apache/crunch/impl/mr/run/TaskAttemptContextFactory.java,1,68,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,11.058824000000001,F
crunch/src/it/java/org/apache/crunch/PageRankIT.java,1,168,7,2,0,2,4,3,2.0,1,1,0.5,29,18,0.5,752,4.47619,F
crunch/src/main/java/org/apache/crunch/impl/mem/collect/MemGroupedTable.java,1,124,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,6.064516,F
crunch/src/test/java/org/apache/crunch/test/StringWrapper.java,1,102,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,7.372549,F
crunch/src/test/java/org/apache/crunch/io/SourceTargetHelperTest.java,1,59,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,12.745763,F
crunch/src/main/java/org/apache/crunch/materialize/MaterializableIterable.java,1,64,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,11.75,F
crunch/src/test/java/org/apache/crunch/fn/ExtractKeyFnTest.java,1,44,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,17.090909,F
crunch/src/it/java/org/apache/crunch/lib/SortIT.java,1,327,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,2.2996939999999997,T
crunch/src/main/java/org/apache/crunch/io/text/CBZip2InputStream.java,1,979,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,0.768131,F
crunch/src/main/java/org/apache/crunch/impl/mr/plan/MSCROutputHandler.java,1,75,32,2,0,2,17,14,8.5,2,2,1.0,24,21,1.0,752,10.026667,F
crunch/src/main/java/org/apache/crunch/fn/MapValuesFn.java,1,32,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,23.5,F
crunch/src/main/java/org/apache/crunch/types/PTableType.java,1,44,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,17.090909,F
crunch/src/main/java/org/apache/crunch/types/avro/SafeAvroSerialization.java,1,145,3,1,1,1,1,1,1.0,-1,0,-1.0,38,38,-1.0,752,5.186207,T
crunch/src/main/java/org/apache/crunch/util/Collects.java,1,49,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,15.346939,F
crunch/src/main/java/org/apache/crunch/DoFn.java,1,190,71,2,2,2,22,20,11.0,-27,9,-13.5,19,18,-13.5,752,3.9578949999999997,T
crunch/src/main/java/org/apache/crunch/impl/mr/plan/PlanningParameters.java,1,28,10,1,0,1,10,10,10.0,10,10,10.0,6,6,10.0,752,26.857143,F
crunch/src/it/java/org/apache/crunch/CollectionsIT.java,1,116,2,1,0,1,1,1,1.0,0,0,0.0,2,2,0.0,752,6.482759,F
crunch/src/it/java/org/apache/crunch/lib/AvroTypeSortIT.java,1,145,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,5.186207,F
crunch/src/main/java/org/apache/crunch/io/impl/InputBundle.java,1,114,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,6.596491,F
crunch/src/it/java/org/apache/crunch/PTableKeyValueIT.java,1,103,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,7.3009710000000005,F
crunch/src/main/java/org/apache/crunch/types/PTypeUtils.java,1,66,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,11.393939,F
crunch-test/src/main/java/org/apache/crunch/test/package-info.java,1,22,2,1,0,1,1,1,1.0,0,0,0.0,13,13,0.0,752,34.181818,F
crunch/src/test/java/org/apache/crunch/types/writable/WritableDeepCopierTest.java,1,46,5,1,1,1,2,2,2.0,-1,0,-1.0,38,38,-1.0,752,16.347826,T
crunch/src/test/java/org/apache/crunch/PairTest.java,1,66,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,11.393939,F
crunch/src/main/java/org/apache/crunch/types/avro/AvroPairConverter.java,1,108,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,6.962963,F
crunch/src/test/java/org/apache/crunch/lib/join/RightOuterJoinFnTest.java,1,46,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,16.347826,F
crunch/src/main/java/org/apache/crunch/impl/mr/collect/InputCollection.java,1,85,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,8.847059,F
crunch/src/it/java/org/apache/crunch/MaterializeToMapIT.java,1,82,15,3,1,3,7,3,2.333333,-1,1,-0.333333,50,24,-0.333333,752,9.170732000000001,F
crunch/src/test/java/org/apache/crunch/lib/CartesianTest.java,1,65,186,3,2,3,99,37,33.0,12,12,4.0,50,24,4.0,752,11.569231,T
crunch/src/main/java/org/apache/crunch/io/ReadableSource.java,1,27,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,27.851852,F
crunch/src/main/java/org/apache/crunch/types/writable/Writables.java,1,588,33,2,1,2,1,1,1.0,-62,0,-31.0,29,18,-31.0,752,1.278912,T
crunch/src/main/java/org/apache/crunch/types/PTypeFamily.java,1,77,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,9.766233999999999,F
crunch-hbase/src/it/java/org/apache/crunch/test/TemporaryPaths.java,1,40,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,18.8,F
crunch/src/main/java/org/apache/crunch/Pipeline.java,1,112,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,752,6.714286,F
crunch/src/main/java/org/apache/crunch/impl/mr/plan/MSCRPlanner.java,1,368,614,6,2,2,285,130,47.5,-44,47,-7.3333330000000005,33,8,-7.3333330000000005,752,2.043478,T
